id,title,slug,brand,confidence,categoryPath,sku,importFile,priceUae,priceKsa,compareAtPriceUae,compareAtPriceKsa,processor,ram,storage,condition,imageCount,blockers,notes
prod_import_xlsx_1776538003641_115,Lenovo ThinkPad X1 Carbon Gen 10 Refurbished Laptop – Core i5-1240P | 16GB | 512GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-x1-carbon-gen-10,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-X1-CARBON-GEN-10,exshopi_full_350_products_with_specs.xlsx,2500,,2500,,Core i5-1240P,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_116,Lenovo ThinkPad X1 Yoga Gen 3 Renewed Laptop – Core i5-8350U | 16GB | 512GB | 14-inch | Windows 11 Home,lenovo-thinkpad-x1-yoga-gen-3,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-X1-YOGA-GEN-3,exshopi_full_350_products_with_specs.xlsx,1650,,1650,,Core i5-8350U,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_117,Lenovo ThinkPad X1 Yoga Gen 4 Renewed Laptop – Core i5-10210U | 16GB | 512GB | 14-inch | Windows 11 Home,lenovo-thinkpad-x1-yoga-gen-4,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-X1-YOGA-GEN-4,exshopi_full_350_products_with_specs.xlsx,1850,,1850,,Core i5-10210U,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_118,Lenovo ThinkPad X1 Yoga Gen 5 Renewed Laptop – Core i5-1135G7 | 16GB | 512GB | 14-inch | Windows 11 Home,lenovo-thinkpad-x1-yoga-gen-5,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-X1-YOGA-GEN-5,exshopi_full_350_products_with_specs.xlsx,2100,,2100,,Core i5-1135G7,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_119,Lenovo ThinkPad E480 Refurbished Laptop – Core i5-8350U | 8GB | 256GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-e480,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-E480,exshopi_full_350_products_with_specs.xlsx,850,,850,,Core i5-8350U,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_120,Lenovo ThinkPad E490 Refurbished Laptop – Core i5-8365U | 8GB | 256GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-e490,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-E490,exshopi_full_350_products_with_specs.xlsx,980,,980,,Core i5-8365U,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_121,Lenovo IdeaPad 1 Laptop,lenovo-ideapad-1,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-1,exshopi_full_350_products_with_specs.xlsx,950,,950,,Ryzen 3 7320U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_122,Lenovo IdeaPad 1i Laptop,lenovo-ideapad-1i,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-1I,exshopi_full_350_products_with_specs.xlsx,980,,980,,Core i3-1215U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_123,Lenovo IdeaPad 3 Laptop,lenovo-ideapad-3,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-3,exshopi_full_350_products_with_specs.xlsx,1150,,1150,,Ryzen 5 5500U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_124,Lenovo IdeaPad 3i Laptop,lenovo-ideapad-3i,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-3I,exshopi_full_350_products_with_specs.xlsx,1180,,1180,,Core i5-1235U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_125,Lenovo IdeaPad Slim 3 Laptop,lenovo-ideapad-slim-3,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-SLIM-3,exshopi_full_350_products_with_specs.xlsx,1220,,1220,,Ryzen 5 7530U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_126,Lenovo IdeaPad Slim 3i Laptop,lenovo-ideapad-slim-3i,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-SLIM-3I,exshopi_full_350_products_with_specs.xlsx,1180,,1180,,Core i5-1235U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_127,Lenovo IdeaPad Slim 5 Laptop,lenovo-ideapad-slim-5,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-SLIM-5,exshopi_full_350_products_with_specs.xlsx,1580,,1580,,Ryzen 7 7730U,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_128,Lenovo IdeaPad Slim 5i Laptop,lenovo-ideapad-slim-5i,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-SLIM-5I,exshopi_full_350_products_with_specs.xlsx,1550,,1550,,Core i5-13420H,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_129,Lenovo IdeaPad 5 Laptop,lenovo-ideapad-5,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-5,exshopi_full_350_products_with_specs.xlsx,1400,,1400,,Ryzen 5 5625U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_130,Lenovo IdeaPad 5i Laptop,lenovo-ideapad-5i,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-5I,exshopi_full_350_products_with_specs.xlsx,1450,,1450,,Core i5-1235U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_131,Lenovo IdeaPad Flex 5 Laptop,lenovo-ideapad-flex-5,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-FLEX-5,exshopi_full_350_products_with_specs.xlsx,1600,,1600,,Ryzen 5 7530U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_132,Lenovo IdeaPad Flex 5i Laptop,lenovo-ideapad-flex-5i,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-FLEX-5I,exshopi_full_350_products_with_specs.xlsx,1650,,1650,,Core i5-1335U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_133,Lenovo IdeaPad S340 Laptop,lenovo-ideapad-s340,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-S340,exshopi_full_350_products_with_specs.xlsx,1100,,1100,,Core i5-10210U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_134,Lenovo IdeaPad Gaming 3 Laptop,lenovo-ideapad-gaming-3,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-GAMING-3,exshopi_full_350_products_with_specs.xlsx,2550,,2550,,Core i5-12450H,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_135,Lenovo IdeaPad Duet Chromebook Laptop,lenovo-ideapad-duet-chromebook,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-IDEAPAD-DUET-CHROMEBOOK,exshopi_full_350_products_with_specs.xlsx,850,,850,,Kompanio,4GB,128GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_136,Lenovo ThinkBook 14 Laptop,lenovo-thinkbook-14,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKBOOK-14,exshopi_full_350_products_with_specs.xlsx,1450,,1450,,Core i5-1135G7,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_137,Lenovo ThinkBook 14 Gen 2 Laptop,lenovo-thinkbook-14-gen-2,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKBOOK-14-GEN-2,exshopi_full_350_products_with_specs.xlsx,1450,,1450,,Core i5-1135G7,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_138,Lenovo ThinkBook 14 Gen 3 Laptop,lenovo-thinkbook-14-gen-3,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKBOOK-14-GEN-3,exshopi_full_350_products_with_specs.xlsx,1550,,1550,,Core i5-1235U,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_139,Lenovo ThinkBook 15 Laptop,lenovo-thinkbook-15,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKBOOK-15,exshopi_full_350_products_with_specs.xlsx,1450,,1450,,Core i5-1135G7,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_140,Lenovo ThinkBook 15 Gen 2 Laptop,lenovo-thinkbook-15-gen-2,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKBOOK-15-GEN-2,exshopi_full_350_products_with_specs.xlsx,1450,,1450,,Core i5-1135G7,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_141,Lenovo Yoga Slim 7 Laptop,lenovo-yoga-slim-7,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-YOGA-SLIM-7,exshopi_full_350_products_with_specs.xlsx,2400,,2400,,Ryzen 7 6800U,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_142,Lenovo Yoga Slim 7i Laptop,lenovo-yoga-slim-7i,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-YOGA-SLIM-7I,exshopi_full_350_products_with_specs.xlsx,2300,,2300,,Core i5-1240P,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_143,Lenovo Yoga 7i Laptop,lenovo-yoga-7i,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-YOGA-7I,exshopi_full_350_products_with_specs.xlsx,2300,,2300,,Core i5-1240P,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_144,Lenovo Yoga 9i Laptop,lenovo-yoga-9i,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-YOGA-9I,exshopi_full_350_products_with_specs.xlsx,3400,,3400,,Core i7-1360P,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_145,Lenovo Yoga Book 9i Laptop,lenovo-yoga-book-9i,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-YOGA-BOOK-9I,exshopi_full_350_products_with_specs.xlsx,5200,,5200,,Core i7-1360P,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_146,Lenovo Legion 5 Laptop,lenovo-legion-5,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-LEGION-5,exshopi_full_350_products_with_specs.xlsx,3200,,3200,,Ryzen 7 6800H,16GB,1TB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_147,Lenovo Legion 5 Pro Laptop,lenovo-legion-5-pro,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-LEGION-5-PRO,exshopi_full_350_products_with_specs.xlsx,3500,,3500,,Core i7-12700H,16GB,1TB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_148,Lenovo Legion 7 Laptop,lenovo-legion-7,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-LEGION-7,exshopi_full_350_products_with_specs.xlsx,4600,,4600,,Core i7-12800HX,16GB,1TB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_149,Lenovo Legion Slim 5 Laptop,lenovo-legion-slim-5,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-LEGION-SLIM-5,exshopi_full_350_products_with_specs.xlsx,4200,,4200,,Ryzen 7 7840HS,16GB,1TB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_150,Lenovo Legion Slim 7 Laptop,lenovo-legion-slim-7,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-LEGION-SLIM-7,exshopi_full_350_products_with_specs.xlsx,4600,,4600,,Core i7-13700H,16GB,1TB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_151,Apple iPhone XR 64GB Smartphone,iphone-xr-64gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-XR-64GB,exshopi_full_350_products_with_specs.xlsx,650,,650,,A12 Bionic,3GB,64GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_152,Apple iPhone XR 128GB Smartphone,iphone-xr-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-XR-128GB,exshopi_full_350_products_with_specs.xlsx,750,,750,,A12 Bionic,3GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_153,Apple iPhone XS 64GB Smartphone,iphone-xs-64gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-XS-64GB,exshopi_full_350_products_with_specs.xlsx,700,,700,,A12 Bionic,4GB,64GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_154,Apple iPhone XS Max 64GB Smartphone,iphone-xs-max-64gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-XS-MAX-64GB,exshopi_full_350_products_with_specs.xlsx,850,,850,,A12 Bionic,4GB,64GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_155,Apple iPhone 11 64GB Refurbished Smartphone - UAE,iphone-11-64gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-11-64GB,exshopi_full_350_products_with_specs.xlsx,900,,900,,A13 Bionic,4GB,64GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_156,Apple iPhone 11 128GB Refurbished Smartphone - UAE,iphone-11-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-11-128GB,exshopi_full_350_products_with_specs.xlsx,1000,,1000,,A13 Bionic,4GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_157,Apple iPhone 11 Pro 64GB Refurbished Smartphone - UAE,iphone-11-pro-64gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-11-PRO-64GB,exshopi_full_350_products_with_specs.xlsx,1150,,1150,,A13 Bionic,4GB,64GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_158,Apple iPhone 11 Pro Max 64GB Refurbished Smartphone - UAE,iphone-11-pro-max-64gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-11-PRO-MAX-64GB,exshopi_full_350_products_with_specs.xlsx,1350,,1350,,A13 Bionic,4GB,64GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_159,Apple iPhone 12 64GB Refurbished Smartphone - UAE,iphone-12-64gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-12-64GB,exshopi_full_350_products_with_specs.xlsx,1150,,1150,,A14 Bionic,4GB,64GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_160,Apple iPhone 12 Mini 64GB Refurbished Smartphone - UAE,iphone-12-mini-64gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-12-MINI-64GB,exshopi_full_350_products_with_specs.xlsx,1050,,1050,,A14 Bionic,4GB,64GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_161,Apple iPhone 12 Pro 128GB Refurbished Smartphone - UAE,iphone-12-pro-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-12-PRO-128GB,exshopi_full_350_products_with_specs.xlsx,1500,,1500,,A14 Bionic,6GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_162,Apple iPhone 12 Pro Max 128GB Refurbished Smartphone - UAE,iphone-12-pro-max-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-12-PRO-MAX-128GB,exshopi_full_350_products_with_specs.xlsx,1750,,1750,,A14 Bionic,6GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_163,Apple iPhone 13 128GB Refurbished Smartphone - UAE,iphone-13-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-13-128GB,exshopi_full_350_products_with_specs.xlsx,1650,,1650,,A15 Bionic,4GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_164,Apple iPhone 13 Mini 128GB Refurbished Smartphone - UAE,iphone-13-mini-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-13-MINI-128GB,exshopi_full_350_products_with_specs.xlsx,1500,,1500,,A15 Bionic,4GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_165,Apple iPhone 13 Pro 128GB Refurbished Smartphone - UAE,iphone-13-pro-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-13-PRO-128GB,exshopi_full_350_products_with_specs.xlsx,2100,,2100,,A15 Bionic,6GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_166,Apple iPhone 13 Pro Max 128GB Refurbished Smartphone - UAE,iphone-13-pro-max-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-13-PRO-MAX-128GB,exshopi_full_350_products_with_specs.xlsx,2350,,2350,,A15 Bionic,6GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_167,Apple iPhone 14 128GB Refurbished Smartphone - UAE,iphone-14-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-14-128GB,exshopi_full_350_products_with_specs.xlsx,2200,,2200,,A15 Bionic,6GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_168,Apple iPhone 14 Plus 128GB Refurbished Smartphone - UAE,iphone-14-plus-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-14-PLUS-128GB,exshopi_full_350_products_with_specs.xlsx,2500,,2500,,A15 Bionic,6GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_169,Apple iPhone 14 Pro 128GB Refurbished Smartphone - UAE,iphone-14-pro-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-14-PRO-128GB,exshopi_full_350_products_with_specs.xlsx,2900,,2900,,A16 Bionic,6GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_170,Apple iPhone 14 Pro Max 128GB Refurbished Smartphone - UAE,iphone-14-pro-max-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-14-PRO-MAX-128GB,exshopi_full_350_products_with_specs.xlsx,3300,,3300,,A16 Bionic,6GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_171,Apple iPhone 15 128GB Refurbished Smartphone - UAE,iphone-15-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-15-128GB,exshopi_full_350_products_with_specs.xlsx,2600,,2600,,A16 Bionic,6GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_172,Apple iPhone 15 Plus 128GB Refurbished Smartphone - UAE,iphone-15-plus-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-15-PLUS-128GB,exshopi_full_350_products_with_specs.xlsx,2900,,2900,,A16 Bionic,6GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_173,Apple iPhone 15 Pro 128GB Refurbished Smartphone - UAE,iphone-15-pro-128gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-15-PRO-128GB,exshopi_full_350_products_with_specs.xlsx,3900,,3900,,A17 Pro,8GB,128GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_174,Apple iPhone 15 Pro Max 256GB Refurbished Smartphone - UAE,iphone-15-pro-max-256gb,Apple,low,electronics/mobiles-tablets/smartphones,EX-DRAFT-IPHONE-15-PRO-MAX-256GB,exshopi_full_350_products_with_specs.xlsx,4700,,4700,,A17 Pro,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
