id,title,slug,brand,confidence,categoryPath,sku,importFile,priceUae,priceKsa,compareAtPriceUae,compareAtPriceKsa,processor,ram,storage,condition,imageCount,blockers,notes
prod_import_xlsx_1776538003641_55,Dell Latitude 7400 Refurbished Laptop – Core i5-10310U | 16GB | 256GB | 14-inch | Windows 11 Pro,dell-latitude-7400,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-7400,exshopi_full_350_products_with_specs.xlsx,1080,,1080,,Core i5-10310U,16GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_56,Dell Latitude 7410 Refurbished Laptop – Core i5-1145G7 | 16GB | 256GB | 14-inch | Windows 11 Pro,dell-latitude-7410,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-7410,exshopi_full_350_products_with_specs.xlsx,1250,,1250,,Core i5-1145G7,16GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_57,Dell Latitude 7420 Refurbished Laptop – Core i5-1235U | 16GB | 512GB | 14-inch | Windows 11 Pro,dell-latitude-7420,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-7420,exshopi_full_350_products_with_specs.xlsx,1450,,1450,,Core i5-1235U,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_58,Dell Latitude 7430 Refurbished Laptop – Core i5-1335U | 16GB | 512GB | 14-inch | Windows 11 Pro,dell-latitude-7430,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-7430,exshopi_full_350_products_with_specs.xlsx,1650,,1650,,Core i5-1335U,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_59,Dell Latitude 7440 Laptop,dell-latitude-7440,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-7440,exshopi_full_350_products_with_specs.xlsx,1850,,1850,,Core i5 Ultra,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_60,Dell Latitude 7450 Laptop,dell-latitude-7450,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-7450,exshopi_full_350_products_with_specs.xlsx,1850,,1850,,Core i5 Ultra,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_61,Dell Latitude 7480 Refurbished Laptop – Core i5-7300U | 8GB | 256GB | 14-inch | Windows 10 Pro,dell-latitude-7480,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-7480,exshopi_full_350_products_with_specs.xlsx,760,,760,,Core i5-7300U,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_62,Dell Latitude 7490 Refurbished Laptop – Core i5-8365U | 8GB | 256GB | 14-inch | Windows 11 Pro,dell-latitude-7490,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-7490,exshopi_full_350_products_with_specs.xlsx,880,,880,,Core i5-8365U,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_63,Dell Latitude 5400 Refurbished Laptop – Core i5-8365U | 8GB | 256GB | 14-inch | Windows 11 Pro,dell-latitude-5400,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5400,exshopi_full_350_products_with_specs.xlsx,880,,880,,Core i5-8365U,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_64,Dell Latitude 5410 Refurbished Laptop – Core i5-10310U | 16GB | 256GB | 14-inch | Windows 11 Pro,dell-latitude-5410,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5410,exshopi_full_350_products_with_specs.xlsx,1080,,1080,,Core i5-10310U,16GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_65,Dell Latitude 5420 Refurbished Laptop – Core i5-1145G7 | 16GB | 256GB | 14-inch | Windows 11 Pro,dell-latitude-5420,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5420,exshopi_full_350_products_with_specs.xlsx,1250,,1250,,Core i5-1145G7,16GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_66,Dell Latitude 5430 Refurbished Laptop – Core i5-1235U | 16GB | 512GB | 14-inch | Windows 11 Pro,dell-latitude-5430,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5430,exshopi_full_350_products_with_specs.xlsx,1450,,1450,,Core i5-1235U,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_67,Dell Latitude 5440 Refurbished Laptop – Core i5-1335U | 16GB | 512GB | 14-inch | Windows 11 Pro,dell-latitude-5440,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5440,exshopi_full_350_products_with_specs.xlsx,1650,,1650,,Core i5-1335U,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_68,Dell Latitude 5450 Laptop,dell-latitude-5450,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5450,exshopi_full_350_products_with_specs.xlsx,1850,,1850,,Core i5 Ultra,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_69,Dell Latitude 5480 Laptop,dell-latitude-5480,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5480,exshopi_full_350_products_with_specs.xlsx,900,,900,,Core i5,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_70,Dell Latitude 5490 Refurbished Laptop – Core i5-8365U | 8GB | 256GB | 14-inch | Windows 11 Pro,dell-latitude-5490,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5490,exshopi_full_350_products_with_specs.xlsx,880,,880,,Core i5-8365U,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_71,Dell Latitude 5500 Refurbished Laptop – Core i5-8365U | 8GB | 256GB | 15.6-inch | Windows 11 Pro,dell-latitude-5500,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5500,exshopi_full_350_products_with_specs.xlsx,880,,880,,Core i5-8365U,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_72,Dell Latitude 5510 Refurbished Laptop – Core i5-10310U | 16GB | 256GB | 15.6-inch | Windows 11 Pro,dell-latitude-5510,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5510,exshopi_full_350_products_with_specs.xlsx,1080,,1080,,Core i5-10310U,16GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_73,Dell Latitude 5520 Refurbished Laptop – Core i5-1145G7 | 16GB | 256GB | 15.6-inch | Windows 11 Pro,dell-latitude-5520,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5520,exshopi_full_350_products_with_specs.xlsx,1250,,1250,,Core i5-1145G7,16GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_74,Dell Latitude 5530 Refurbished Laptop – Core i5-1235U | 16GB | 512GB | 15.6-inch | Windows 11 Pro,dell-latitude-5530,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5530,exshopi_full_350_products_with_specs.xlsx,1450,,1450,,Core i5-1235U,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_75,Dell Latitude 5540 Refurbished Laptop – Core i5-1335U | 16GB | 512GB | 15.6-inch | Windows 11 Pro,dell-latitude-5540,Dell,low,electronics/laptops,EX-DRAFT-DELL-LATITUDE-5540,exshopi_full_350_products_with_specs.xlsx,1650,,1650,,Core i5-1335U,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_76,Dell Inspiron 14 3000 Laptop,dell-inspiron-14-3000,Dell,low,electronics/laptops,EX-DRAFT-DELL-INSPIRON-14-3000,exshopi_full_350_products_with_specs.xlsx,1200,,1200,,Core i5-1235U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_77,Dell Inspiron 15 3000 Laptop,dell-inspiron-15-3000,Dell,low,electronics/laptops,EX-DRAFT-DELL-INSPIRON-15-3000,exshopi_full_350_products_with_specs.xlsx,1200,,1200,,Core i5-1235U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_78,Dell Inspiron 14 5000 Laptop,dell-inspiron-14-5000,Dell,low,electronics/laptops,EX-DRAFT-DELL-INSPIRON-14-5000,exshopi_full_350_products_with_specs.xlsx,1450,,1450,,Core i5-11320H,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_79,Dell Inspiron 15 5000 Laptop,dell-inspiron-15-5000,Dell,low,electronics/laptops,EX-DRAFT-DELL-INSPIRON-15-5000,exshopi_full_350_products_with_specs.xlsx,1450,,1450,,Core i5-11320H,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_80,Dell Inspiron 14 7000 Laptop,dell-inspiron-14-7000,Dell,low,electronics/laptops,EX-DRAFT-DELL-INSPIRON-14-7000,exshopi_full_350_products_with_specs.xlsx,1750,,1750,,Core i7-1260P,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_81,Dell Inspiron 15 7000 Laptop,dell-inspiron-15-7000,Dell,low,electronics/laptops,EX-DRAFT-DELL-INSPIRON-15-7000,exshopi_full_350_products_with_specs.xlsx,1750,,1750,,Core i7-1260P,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_82,Dell Inspiron 3501 Laptop,dell-inspiron-3501,Dell,low,electronics/laptops,EX-DRAFT-DELL-INSPIRON-3501,exshopi_full_350_products_with_specs.xlsx,1200,,1200,,Core i5-1135G7,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_83,Dell Inspiron 3511 Laptop,dell-inspiron-3511,Dell,low,electronics/laptops,EX-DRAFT-DELL-INSPIRON-3511,exshopi_full_350_products_with_specs.xlsx,1200,,1200,,Core i5-1135G7,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_84,Dell Inspiron 3520 Laptop,dell-inspiron-3520,Dell,low,electronics/laptops,EX-DRAFT-DELL-INSPIRON-3520,exshopi_full_350_products_with_specs.xlsx,1200,,1200,,Core i5-1235U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_85,Dell Inspiron 3530 Laptop,dell-inspiron-3530,Dell,low,electronics/laptops,EX-DRAFT-DELL-INSPIRON-3530,exshopi_full_350_products_with_specs.xlsx,1450,,1450,,Core i5-1335U,8GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_86,Dell Vostro 3400 Refurbished Laptop – Core i5-1135G7 | 8GB | 512GB | 14-inch | Windows 11 Pro,dell-vostro-3400,Dell,low,electronics/laptops,EX-DRAFT-DELL-VOSTRO-3400,exshopi_full_350_products_with_specs.xlsx,1180,,1180,,Core i5-1135G7,8GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_87,Dell Vostro 3500 Refurbished Laptop – Core i5-1135G7 | 8GB | 512GB | 15.6-inch | Windows 11 Pro,dell-vostro-3500,Dell,low,electronics/laptops,EX-DRAFT-DELL-VOSTRO-3500,exshopi_full_350_products_with_specs.xlsx,1180,,1180,,Core i5-1135G7,8GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_88,Dell Vostro 3510 Laptop,dell-vostro-3510,Dell,low,electronics/laptops,EX-DRAFT-DELL-VOSTRO-3510,exshopi_full_350_products_with_specs.xlsx,1180,,1180,,Core i5-1335U,8GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_89,Dell Vostro 3520 Refurbished Laptop – Core i5-1235U | 8GB | 512GB | 15.6-inch | Windows 11 Pro,dell-vostro-3520,Dell,low,electronics/laptops,EX-DRAFT-DELL-VOSTRO-3520,exshopi_full_350_products_with_specs.xlsx,1180,,1180,,Core i5-1235U,8GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_90,Dell Vostro 3530 Refurbished Laptop – Core i5-1335U | 8GB | 512GB | 15.6-inch | Windows 11 Pro,dell-vostro-3530,Dell,low,electronics/laptops,EX-DRAFT-DELL-VOSTRO-3530,exshopi_full_350_products_with_specs.xlsx,1180,,1180,,Core i5-1335U,8GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_91,Dell XPS 13 (9310) Renewed Laptop – Core i7-1165G7 | 16GB | 512GB | 13.4-inch | Windows 11 Home,dell-xps-13-9310,Dell,low,electronics/laptops,EX-DRAFT-DELL-XPS-13-9310,exshopi_full_350_products_with_specs.xlsx,3200,,3200,,Core i7-1165G7,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_92,Dell XPS 13 (9320) Renewed Laptop – Core i7-1260P | 16GB | 512GB | 13.4-inch | Windows 11 Home,dell-xps-13-9320,Dell,low,electronics/laptops,EX-DRAFT-DELL-XPS-13-9320,exshopi_full_350_products_with_specs.xlsx,3200,,3200,,Core i7-1260P,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_93,Dell XPS 15 (9500) Renewed Laptop – Core i7-10750H | 16GB | 512GB | 15.6-inch | Windows 11 Home,dell-xps-15-9500,Dell,low,electronics/laptops,EX-DRAFT-DELL-XPS-15-9500,exshopi_full_350_products_with_specs.xlsx,3200,,3200,,Core i7-10750H,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_94,Dell XPS 15 (9510) Renewed Laptop – Core i7-11800H | 16GB | 512GB | 15.6-inch | Windows 11 Home,dell-xps-15-9510,Dell,low,electronics/laptops,EX-DRAFT-DELL-XPS-15-9510,exshopi_full_350_products_with_specs.xlsx,3200,,3200,,Core i7-11800H,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_95,Dell XPS 15 (9520) Renewed Laptop – Core i7-12700H | 16GB | 512GB | 15.6-inch | Windows 11 Home,dell-xps-15-9520,Dell,low,electronics/laptops,EX-DRAFT-DELL-XPS-15-9520,exshopi_full_350_products_with_specs.xlsx,3200,,3200,,Core i7-12700H,16GB,512GB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_96,Dell G3 15 Laptop,dell-g3-15,Dell,low,electronics/laptops,EX-DRAFT-DELL-G3-15,exshopi_full_350_products_with_specs.xlsx,2200,,2200,,Core i5-10300H,16GB,1TB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_97,Dell G5 15 Laptop,dell-g5-15,Dell,low,electronics/laptops,EX-DRAFT-DELL-G5-15,exshopi_full_350_products_with_specs.xlsx,2600,,2600,,Core i7-10750H,16GB,1TB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_98,Dell G15 Gaming Laptop,dell-g15-gaming,Dell,low,electronics/laptops,EX-DRAFT-DELL-G15-GAMING,exshopi_full_350_products_with_specs.xlsx,3600,,3600,,Core i7-13650HX,16GB,1TB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_99,Dell Alienware M15 Laptop,dell-alienware-m15,Dell,low,electronics/laptops,EX-DRAFT-DELL-ALIENWARE-M15,exshopi_full_350_products_with_specs.xlsx,4500,,4500,,Core i7-12700H,16GB,1TB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_100,Dell Alienware M16 Laptop,dell-alienware-m16,Dell,low,electronics/laptops,EX-DRAFT-DELL-ALIENWARE-M16,exshopi_full_350_products_with_specs.xlsx,5600,,5600,,Core i7-13700HX,16GB,1TB,Renewed,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields|weak_model_signal,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_101,Lenovo ThinkPad T480 Refurbished Laptop – Core i5-8350U | 8GB | 256GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-t480,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-T480,exshopi_full_350_products_with_specs.xlsx,850,,850,,Core i5-8350U,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_102,Lenovo ThinkPad T490 Refurbished Laptop – Core i5-8365U | 8GB | 256GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-t490,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-T490,exshopi_full_350_products_with_specs.xlsx,980,,980,,Core i5-8365U,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_103,Lenovo ThinkPad T14 Refurbished Laptop – Core i5-10210U | 16GB | 256GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-t14,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-T14,exshopi_full_350_products_with_specs.xlsx,1120,,1120,,Core i5-10210U,16GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_104,Lenovo ThinkPad T14 Gen 2 Refurbished Laptop – Core i5-1135G7 | 16GB | 256GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-t14-gen-2,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-T14-GEN-2,exshopi_full_350_products_with_specs.xlsx,1280,,1280,,Core i5-1135G7,16GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_105,Lenovo ThinkPad T14 Gen 3 Refurbished Laptop – Core i5-1235U | 16GB | 512GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-t14-gen-3,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-T14-GEN-3,exshopi_full_350_products_with_specs.xlsx,1480,,1480,,Core i5-1235U,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_106,Lenovo ThinkPad T14 Gen 4 Refurbished Laptop – Core i5-1335U | 16GB | 512GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-t14-gen-4,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-T14-GEN-4,exshopi_full_350_products_with_specs.xlsx,1680,,1680,,Core i5-1335U,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_107,Lenovo ThinkPad T15 Laptop,lenovo-thinkpad-t15,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-T15,exshopi_full_350_products_with_specs.xlsx,1000,,1000,,Core i5,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_108,Lenovo ThinkPad T16 Laptop,lenovo-thinkpad-t16,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-T16,exshopi_full_350_products_with_specs.xlsx,1000,,1000,,Core i5,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_109,Lenovo ThinkPad X280 Laptop,lenovo-thinkpad-x280,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-X280,exshopi_full_350_products_with_specs.xlsx,850,,850,,Core i5-8350U,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_110,Lenovo ThinkPad X390 Laptop,lenovo-thinkpad-x390,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-X390,exshopi_full_350_products_with_specs.xlsx,980,,980,,Core i5-8365U,8GB,256GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_111,Lenovo ThinkPad X1 Carbon Gen 6 Refurbished Laptop – Core i5-8350U | 16GB | 512GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-x1-carbon-gen-6,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-X1-CARBON-GEN-6,exshopi_full_350_products_with_specs.xlsx,1600,,1600,,Core i5-8350U,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_112,Lenovo ThinkPad X1 Carbon Gen 7 Refurbished Laptop – Core i5-8265U | 16GB | 512GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-x1-carbon-gen-7,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-X1-CARBON-GEN-7,exshopi_full_350_products_with_specs.xlsx,1680,,1680,,Core i5-8265U,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_113,Lenovo ThinkPad X1 Carbon Gen 8 Refurbished Laptop – Core i5-10210U | 16GB | 512GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-x1-carbon-gen-8,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-X1-CARBON-GEN-8,exshopi_full_350_products_with_specs.xlsx,1850,,1850,,Core i5-10210U,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
prod_import_xlsx_1776538003641_114,Lenovo ThinkPad X1 Carbon Gen 9 Refurbished Laptop – Core i5-1135G7 | 16GB | 512GB | 14-inch | Windows 11 Pro,lenovo-thinkpad-x1-carbon-gen-9,Lenovo,low,electronics/laptops,EX-DRAFT-LENOVO-THINKPAD-X1-CARBON-GEN-9,exshopi_full_350_products_with_specs.xlsx,2100,,2100,,Core i5-1135G7,16GB,512GB,Refurbished,0,missing_images|missing_ksa_price|missing_ksa_compare_at_price|missing_top_level_category_fields,imported_from:exshopi_full_350_products_with_specs.xlsx
